application_variant_id;measurement_id;simulation_duration;total_eco_digit_score;total_ced;total_gwp;total_adp;total_water;total_weee;total_tox
89eb343d-c22b-44e9-ad2e-9091f9f3b4af;2b630dd6-8d9d-4ef3-aa4b-a827650c9eec;0:00:48.107763;13783.585463308273;0.11936770466037414;0.006114221631441217;3.140424264615525e-07;0.0033683540829586908;1.0602891734164833e-05;1.2370040356525636e-06
