timestamp;cpu_usage;network;ram_usage;storage_usage
2025-08-25T15:30:17.198;44.94951;{'172.16.181.2': 0, '0.0.0.0': 1416, '172.16.181.1': 8260};11.637041284403669;0.0005045248
2025-08-25T15:30:17.680;45.997883;{'172.16.181.2': 0, '0.0.0.0': 1416, '172.16.181.1': 9396};11.664891874180865;0.0005128192
2025-08-25T15:30:18.172;47.140597;{'172.16.181.2': 0, '0.0.0.0': 1472, '172.16.181.1': 10427};11.668168414154653;0.0005242879999999999
2025-08-25T15:30:18.661;47.600053;{'172.16.181.2': 0, '0.0.0.0': 1472, '172.16.181.1': 10427};11.720593053735255;0.000540672
2025-08-25T15:30:19.157;47.771086;{'172.16.181.2': 0, '0.0.0.0': 1472, '172.16.181.1': 10427};11.720593053735255;0.0005226496
2025-08-25T15:30:19.641;47.812614;{'172.16.181.2': 0, '0.0.0.0': 1472, '172.16.181.1': 11819};11.720593053735255;0.0005488639999999999
2025-08-25T15:30:20.110;48.094625;{'172.16.181.2': 0, '0.0.0.0': 1472, '172.16.181.1': 15201};11.746805373525557;0.0005242879999999999
2025-08-25T15:30:20.595;48.56403;{'172.16.181.2': 0, '0.0.0.0': 6637, '172.16.181.1': 15630};11.754996723460026;0.0005505023999999999
2025-08-25T15:30:21.065;49.28756;{'172.16.181.2': 0, '0.0.0.0': 10278, '172.16.181.1': 15630};11.85984600262123;0.000565248
2025-08-25T15:30:21.535;49.871892;{'172.16.181.2': 0, '0.0.0.0': 12385, '172.16.181.1': 15630};12.139990170380079;0.0005537792000000001
2025-08-25T15:30:21.990;50.443981;{'172.16.181.2': 0, '0.0.0.0': 12385, '172.16.181.1': 15630};12.556110747051113;0.0005537792000000001
2025-08-25T15:30:22.478;50.990939;{'172.16.181.2': 0, '0.0.0.0': 12385, '172.16.181.1': 15630};12.996805373525557;0.0005537792000000001
2025-08-25T15:30:22.953;51.515579;{'172.16.181.2': 0, '0.0.0.0': 12385, '172.16.181.1': 15630};13.750409567496725;0.0005537792000000001
2025-08-25T15:30:23.430;52.024688;{'172.16.181.2': 0, '0.0.0.0': 12385, '172.16.181.1': 15630};14.358207732634337;0.0005537792000000001
2025-08-25T15:30:23.909;52.509567;{'172.16.181.2': 0, '0.0.0.0': 12385, '172.16.181.1': 15687};14.359846002621232;0.0005799936
2025-08-25T15:30:24.371;52.985554;{'172.16.181.2': 0, '0.0.0.0': 12385, '172.16.181.1': 15687};14.369675622542594;0.000581632
2025-08-25T15:30:24.832;53.37916;{'172.16.181.2': 0, '0.0.0.0': 13680, '172.16.181.1': 15828};14.397526212319791;0.0005849088
2025-08-25T15:30:25.310;53.760724;{'172.16.181.2': 0, '0.0.0.0': 13680, '172.16.181.1': 15828};14.397526212319791;0.00059648
2025-08-25T15:30:25.771;54.041192;{'172.16.181.2': 0, '0.0.0.0': 13736, '172.16.181.1': 15828};14.40244102228047;0.0005767168000000001
2025-08-25T15:30:26.225;54.290918;{'172.16.181.2': 0, '0.0.0.0': 13736, '172.16.181.1': 15828};14.40244102228047;0.0005767168000000001
2025-08-25T15:30:26.676;54.515322;{'172.16.181.2': 0, '0.0.0.0': 13736, '172.16.181.1': 15828};14.404079292267365;0.0005767168000000001
2025-08-25T15:30:27.131;54.827516;{'172.16.181.2': 0, '0.0.0.0': 13736, '172.16.181.1': 15828};14.415547182175622;0.0006554624
2025-08-25T15:30:27.594;55.209512;{'172.16.181.2': 0, '0.0.0.0': 13736, '172.16.181.1': 15828};15.028260157273918;0.0007078912
2025-08-25T15:30:28.049;55.412182;{'172.16.181.2': 0, '0.0.0.0': 13736, '172.16.181.1': 16160};15.203555045871559;0.0006898688
