timestamp;cpu_usage;network;ram_usage;storage_usage
2025-08-25T15:33:04.601;44.493047;{'172.16.182.2': 0, '0.0.0.0': 1416, '172.16.182.1': 8260};11.665096657929226;0.0003734528
2025-08-25T15:33:10.325;47.70731;{'172.16.182.2': 0, '0.0.0.0': 9862, '172.16.182.1': 16702};11.87643348623853;0.0005702656
2025-08-25T15:33:15.978;54.026802;{'172.16.182.2': 0, '0.0.0.0': 15843, '172.16.182.1': 22979};14.276499017038008;0.0005702656
2025-08-25T15:33:21.452;57.177435;{'172.16.182.2': 0, '0.0.0.0': 15963, '172.16.182.1': 25084};14.342029816513763;0.00059648
2025-08-25T15:33:26.947;57.279276;{'172.16.182.2': 0, '0.0.0.0': 16083, '172.16.182.1': 25084};14.343668086500655;0.00059648
2025-08-25T15:33:32.413;57.431098;{'172.16.182.2': 0, '0.0.0.0': 16139, '172.16.182.1': 25084};14.343668086500655;0.0006226943999999999
2025-08-25T15:33:37.822;63.060103;{'172.16.182.2': 0, '0.0.0.0': 369756, '172.16.182.1': 25708};14.658215923984272;0.0006226943999999999
2025-08-25T15:33:43.515;78.750657;{'172.16.182.2': 0, '0.0.0.0': 1365538, '172.16.182.1': 26284};15.477350917431194;0.0013042688
2025-08-25T15:33:49.163;97.465832;{'172.16.182.2': 0, '0.0.0.0': 2488217, '172.16.182.1': 26494};16.59792758846658;0.0035062784000000004
2025-08-25T15:33:55.025;121.846212;{'172.16.182.2': 0, '0.0.0.0': 3131649, '172.16.182.1': 28432};18.627744102228046;0.0047383552
2025-08-25T15:34:01.327;146.132742;{'172.16.182.2': 0, '0.0.0.0': 3703113, '172.16.182.1': 29308};21.23095511140236;0.0060818432
2025-08-25T15:34:07.467;159.736363;{'172.16.182.2': 0, '0.0.0.0': 4124556, '172.16.182.1': 29308};21.74701015727392;0.015381401599999999
2025-08-25T15:34:13.392;179.406035;{'172.16.182.2': 0, '0.0.0.0': 4124556, '172.16.182.1': 29308};25.995044233289644;0.0157647872
2025-08-25T15:34:19.237;180.988996;{'172.16.182.2': 0, '0.0.0.0': 4124736, '172.16.182.1': 29932};26.001597313237223;0.0158434304
2025-08-25T15:34:24.875;181.103615;{'172.16.182.2': 0, '0.0.0.0': 4124796, '172.16.182.1': 29932};26.001597313237223;0.0158434304
2025-08-25T15:34:30.567;182.022624;{'172.16.182.2': 0, '0.0.0.0': 4131750, '172.16.182.1': 30190};26.00646092726081;0.0178881536
2025-08-25T15:34:36.271;191.256253;{'172.16.182.2': 0, '0.0.0.0': 4496046, '172.16.182.1': 32272};26.011324541284402;0.0193528832
2025-08-25T15:34:42.141;207.731492;{'172.16.182.2': 0, '0.0.0.0': 4919924, '172.16.182.1': 32350};26.099791120576672;0.02662912
2025-08-25T15:34:47.998;224.69961;{'172.16.182.2': 0, '0.0.0.0': 4945495, '172.16.182.1': 32982};29.753030799475756;0.027387699199999997
2025-08-25T15:34:53.578;224.805106;{'172.16.182.2': 0, '0.0.0.0': 4945615, '172.16.182.1': 32982};29.754669069462647;0.027387699199999997
2025-08-25T15:34:58.998;224.891243;{'172.16.182.2': 0, '0.0.0.0': 4945675, '172.16.182.1': 32982};29.754669069462647;0.027387699199999997
2025-08-25T15:35:04.448;225.763157;{'172.16.182.2': 0, '0.0.0.0': 4962951, '172.16.182.1': 33602};29.762860419397118;0.0277481472
2025-08-25T15:35:10.023;232.68926;{'172.16.182.2': 0, '0.0.0.0': 5173736, '172.16.182.1': 34304};29.774328309305375;0.030982348799999997
2025-08-25T15:35:15.790;234.085393;{'172.16.182.2': 0, '0.0.0.0': 5173856, '172.16.182.1': 34304};29.774328309305375;0.0352144384
2025-08-25T15:35:21.234;234.216008;{'172.16.182.2': 0, '0.0.0.0': 5173856, '172.16.182.1': 34304};29.774328309305375;0.0352144384
2025-08-25T15:35:26.646;236.843017;{'172.16.182.2': 0, '0.0.0.0': 5272719, '172.16.182.1': 34994};29.774328309305375;0.0352930816
2025-08-25T15:35:32.105;239.252356;{'172.16.182.2': 0, '0.0.0.0': 5344430, '172.16.182.1': 35610};29.779191923328963;0.035319296
2025-08-25T15:35:37.974;239.493616;{'172.16.182.2': 0, '0.0.0.0': 5344490, '172.16.182.1': 35610};29.779191923328963;0.0360795136
2025-08-25T15:35:43.535;239.678646;{'172.16.182.2': 0, '0.0.0.0': 5347368, '172.16.182.1': 35802};29.779191923328963;0.0360795136
2025-08-25T15:35:49.146;244.740837;{'172.16.182.2': 0, '0.0.0.0': 5517981, '172.16.182.1': 36940};29.88895601245085;0.0361843712
2025-08-25T15:35:54.790;244.851993;{'172.16.182.2': 0, '0.0.0.0': 5518101, '172.16.182.1': 36940};29.88895601245085;0.0361843712
2025-08-25T15:36:00.451;245.038119;{'172.16.182.2': 0, '0.0.0.0': 5518101, '172.16.182.1': 36940};29.88895601245085;0.036630016
2025-08-25T15:36:06.012;247.352132;{'172.16.182.2': 0, '0.0.0.0': 5600813, '172.16.182.1': 37638};29.88895601245085;0.036682444800000005
2025-08-25T15:36:11.616;250.155205;{'172.16.182.2': 0, '0.0.0.0': 5680012, '172.16.182.1': 38262};30.151079210353863;0.036682444800000005
2025-08-25T15:36:17.268;250.268015;{'172.16.182.2': 0, '0.0.0.0': 5680072, '172.16.182.1': 38262};30.151079210353863;0.036682444800000005
2025-08-25T15:36:22.828;250.505131;{'172.16.182.2': 0, '0.0.0.0': 5681706, '172.16.182.1': 38388};30.154355750327653;0.0371018752
2025-08-25T15:36:28.304;258.024021;{'172.16.182.2': 0, '0.0.0.0': 5885870, '172.16.182.1': 40176};30.755600835517694;0.0376523776
2025-08-25T15:36:35.120;317.91734;{'172.16.182.2': 0, '0.0.0.0': 5885870, '172.16.182.1': 41404};46.09636099279161;0.0379014144
2025-08-25T15:36:42.443;389.84881;{'172.16.182.2': 0, '0.0.0.0': 5885870, '172.16.182.1': 41404};58.53077899737876;0.0387746816
2025-08-25T15:36:49.388;423.027842;{'172.16.182.2': 0, '0.0.0.0': 5885870, '172.16.182.1': 41404};62.79678284731324;0.0397151232
2025-08-25T15:36:55.703;430.480411;{'172.16.182.2': 0, '0.0.0.0': 5885870, '172.16.182.1': 41404};63.14071715268676;0.0398134272
2025-08-25T15:37:01.598;437.723441;{'172.16.182.2': 0, '0.0.0.0': 5885870, '172.16.182.1': 41404};63.80421649737876;0.0398872576
2025-08-25T15:37:07.481;447.159533;{'172.16.182.2': 0, '0.0.0.0': 5885870, '172.16.182.1': 41404};64.86740252293578;0.0399855616
2025-08-25T15:37:13.315;454.524533;{'172.16.182.2': 0, '0.0.0.0': 5885870, '172.16.182.1': 41404};64.97880488204456;0.0401068032
2025-08-25T15:37:19.115;461.015993;{'172.16.182.2': 0, '0.0.0.0': 5885870, '172.16.182.1': 41404};65.50960435779817;0.0405655552
2025-08-25T15:37:25.142;472.372905;{'172.16.182.2': 0, '0.0.0.0': 5885926, '172.16.182.1': 41404};66.12723214285714;0.0405917696
2025-08-25T15:37:31.173;496.658772;{'172.16.182.2': 0, '0.0.0.0': 5885926, '172.16.182.1': 41404};67.5541141055046;0.0405917696
2025-08-25T15:37:37.605;538.696191;{'172.16.182.2': 0, '0.0.0.0': 5885926, '172.16.182.1': 41404};71.70057544233289;0.0406704128
2025-08-25T15:37:43.598;552.309561;{'172.16.182.2': 0, '0.0.0.0': 5885926, '172.16.182.1': 41404};72.89978907273918;0.0406704128
2025-08-25T15:38:03.248;566.484105;{'172.16.182.2': 0, '0.0.0.0': 5885926, '172.16.182.1': 41404};73.3241009993447;0.0414011392
