application_variant_id;measurement_id;simulation_duration;total_eco_digit_score;total_ced;total_gwp;total_adp;total_water;total_weee;total_tox
11179fc4-077b-4447-9f53-46e006c9f59b;9d557afb-ffa5-4b6e-adeb-0136ec54585d;0:05:37.219276;82832.68927304064;0.7173377771797511;0.03710359842956103;1.8509973683456408e-06;0.020229258119920705;6.871899781047407e-05;8.017216411221974e-06
